168.2468, -, 196.9718, 339.3652, 524.5944, -, 236.1344, 238.4142, 236.2649, 183.6688
622.4646, 237.747, 621.5977, 280.31, 804.1944, 271.1671, 550.3453, 265.5077, 271.355, 572.1591
207.4507, 529.914, 503.277, -, 311.9752, 422.4917, 301.5558, 579.3137, 311.4234, 321.1416
808.1956, -, 1083.446, 993.1593, 909.3206, 944.5583, -, 1035.4355, 904.4963, 1635.5199
1588.7505, 1535.7425, 1520.6615, 2643.8204, 2953.4541, 2014.4599, 1954.7795, 1664.3453, -, 1626.2373
2821.7077, 3292.413, 3319.6875, -, 2959.4057, 3132.9544, 3424.953, 3255.6119, 2823.5751, 2785.5339
4454.7093, -, 5445.6404, 4308.5004, 3463.7085, -, -, 2567.7349, 3824.8788, 3232.6359
